"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Row.names.y","X","Chr","Start","End","Strand","Length","chr","start","end","name","score","strand","thickStart","thickEnd","itemRgb","blockCount","blockSizes","blockStarts","len","tssstart","tssend","bodystart","bodyend","controlgenes","controlgenes18","controlgenes19","controlgenes20","controlgenes21","controlgenes21shuffle","V2"
"9882","NM_006031",2301.57275305688,0.251589760408728,0.21327235712815,1.17966418056492,0.238133805575746,0.604508354689989,"NM_006031",68345,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","46324156;46326377;46334397;46346128;46346743;46347457;46349012;46349684;46351429;46353104;46353987;46355452;46356974;46363480;46366584;46381694;46385832;46388742;46389199;46390670;46391164;46397265;46398014;46398235;46399590;46401551;46402331;46411189;46412837;46416069;46418204;46421970;46425831;46427622;46428395;46430010;46430507;46431529;46435904;46436979;46438164;46440083;46440855;46442497;46443810;46444694;46445284","46324282;46326589;46334768;46346208;46346998;46347512;46349186;46349820;46351540;46353326;46354068;46355626;46357191;46363934;46367139;46381840;46385983;46388884;46389431;46390832;46391376;46397494;46398130;46398255;46399796;46401721;46402483;46412067;46412992;46416839;46418306;46422124;46425971;46427795;46428590;46430232;46430657;46432215;46436148;46437081;46438337;46440202;46441084;46442573;46443948;46444821;46445769","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",10526,"chr21",46324155,46445769,"NM_006031",0,"+",46324228,46445327,0,47,"127,213,372,81,256,56,175,137,112,223,82,175,218,455,556,147,152,143,233,163,213,230,117,21,207,171,153,879,156,771,103,155,141,174,196,223,151,687,245,103,174,120,230,77,139,128,486,","0,2221,10241,21972,22587,23301,24856,25528,27273,28948,29831,31296,32818,39324,42428,57538,61676,64586,65043,66514,67008,73109,73858,74079,75434,77395,78175,87033,88681,91913,94048,97814,101675,103466,104239,105854,106351,107373,111748,112823,114008,115927,116699,118341,119654,120538,121128,",121614,46323655,46324655,46325155,46445269,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"PCNT"
"9895","NM_006052",2050.44506216537,0.536991020433021,0.131139754501123,4.09479964695545,4.22533618003643e-05,0.00106664437131668,"NM_006052",68210,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","37223423;37227654;37228223;37232377;37233362;37238460;37240496;37267238","37225626;37227806;37228373;37232451;37233442;37238609;37240639;37267334","-;-;-;-;-;-;-;-",3055,"chr21",37223422,37267334,"NM_006052",0,"-",37225543,37267294,0,8,"2204,153,151,75,81,150,144,97,","0,4231,4800,8954,9939,15037,17073,43815,",43912,37266834,37267834,37223922,37266334,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"VPS26C"
"9905","NM_006071",13.6828991136383,-0.0361126192538978,0.587947465359766,-0.0614215068208525,0.951023524728102,0.983420828485066,"NM_006071",70324,"chr22","46255663","46263343","-",7681,"chr22",46255662,46263343,"NM_006071",0,"-",46256560,46263322,0,1,"7681,","0,",7681,46262843,46263843,46256162,46262343,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"PKDREJ"
"9909","NM_006078",9.68450072760694,0.827096497387484,0.703690918562709,1.17536900870745,0.239847116732494,0.606344093410575,"NM_006078",68969,"chr22;chr22;chr22;chr22","36560869;36566353;36587465;36702366","36564886;36566493;36587548;36702858","-;-;-;-",4736,"chr22",36560868,36702858,"NM_006078",0,"-",36564350,36702576,0,4,"4018,141,84,493,","0,5484,26596,141497,",141990,36702358,36703358,36561368,36701858,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"CACNG2"
"9923","NM_006116",532.934003121051,-0.188954000389627,0.197926686873165,-0.954666616082508,0.339746317364082,0.697230394269261,"NM_006116",70103,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","39399780;39415006;39415500;39416791;39417711;39418732;39419519;39421827;39426703;39428021;39430015","39399835;39415142;39415653;39416877;39417849;39418845;39419630;39421971;39426925;39428183;39431882","+;+;+;+;+;+;+;+;+;+;+",3198,"chr22",39399779,39431882,"NM_006116",0,"+",39399802,39430222,0,11,"56,137,154,87,139,114,112,145,223,163,1868,","0,15226,15720,17011,17931,18952,19739,22047,26923,28241,30235,",32103,39399279,39400279,39400779,39431382,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"TAB1"
"9956","NM_006198",3.48962752374684,-0.747639233446116,1.14751767576107,-0.651527422399187,0.514706081175547,NA,"NM_006198",68737,"chr21;chr21;chr21","39867438;39898476;39928984","39867510;39898527;39929392","+;+;+",534,"chr21",39867437,39929392,"NM_006198",0,"+",39867501,39929111,0,3,"73,52,409,","0,31038,61546,",61955,39866937,39867937,39868437,39928892,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"PCP4"
"10001","NM_006272",0.590617636345976,0.487274390993694,3.27675854779327,0.148706224119518,0.881785449713715,NA,"NM_006272",68918,"chr21;chr21;chr21","46598604;46602278;46605013","46599503;46602416;46605082","-;-;-",1109,"chr21",46598603,46605082,"NM_006272",0,"-",46599362,46602415,0,3,"900,139,70,","0,3674,6409,",6479,46604582,46605582,46599103,46604082,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"S100B"
"10080","NM_006440",540.95392472573,0.160699273211845,0.159947152334545,1.00470230864584,0.315040216168988,0.676409875892239,"NM_006440",68936,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","19875522;19877040;19878090;19878366;19880179;19880622;19883325;19895407;19898039;19899049;19911377;19915214;19915765;19918143;19918860;19919543;19931030;19941701","19875807;19877234;19878187;19878437;19880271;19880717;19883461;19895581;19898130;19899068;19911447;19915276;19915843;19918217;19919004;19919599;19931098;19941818","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",1941,"chr22",19875521,19941818,"NM_006440",0,"-",19877104,19941803,0,18,"286,195,98,72,93,96,137,175,92,20,71,63,79,75,145,57,69,118,","0,1518,2568,2844,4657,5100,7803,19885,22517,23527,35855,39692,40243,42621,43338,44021,55508,66179,",66297,19941318,19942318,19876021,19940818,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"TXNRD2"
"10096","NM_006487",4.59907724721005,0.740585344126547,1.05345712718262,0.703004730821064,0.48205280125627,0.799454798149536,"NM_006487",70307,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","45502883;45518682;45525543;45527847;45531265;45533063;45533761;45535200;45541229;45542155;45543401;45547085;45548613;45550492;45558071","45503064;45518787;45525678;45528009;45531324;45533164;45533898;45535337;45541372;45542283;45543526;45547204;45548744;45550615;45558712","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",2442,"chr22",45502882,45558712,"NM_006487",0,"+",45502985,45558074,0,15,"182,106,136,163,60,102,138,138,144,129,126,120,132,124,642,","0,15799,22660,24964,28382,30180,30878,32317,38346,39272,40518,44202,45730,47609,55188,",55830,45502382,45503382,45503882,45558212,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"FBLN1"
"10102","NM_006498",1.57841144631395,0.82263751296368,1.88588288711785,0.436208164665461,0.662685704676084,NA,"NM_006498",69999,"chr22;chr22;chr22;chr22","37570248;37570576;37571849;37579900","37570412;37570735;37571931;37580087","-;-;-;-",596,"chr22",37570247,37580087,"NM_006498",0,"-",37570262,37579905,0,4,"165,160,83,188,","0,328,1601,9652,",9840,37579587,37580587,37570747,37579087,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"LGALS2"
"10137","NM_006585",5191.18097741731,0.695547799044429,0.134262807145905,5.18049498465027,2.21297878359382e-07,1.10734306313776e-05,"NM_006585",68537,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","29056326;29060541;29061253;29061496;29062128;29062328;29062490;29063352;29064968;29066716;29066891;29067556;29069423;29070247;29073531","29056552;29060660;29061417;29061567;29062243;29062415;29062556;29063530;29065105;29066777;29067071;29067705;29069502;29070337;29073648","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",1854,"chr21",29056325,29073648,"NM_006585",0,"-",29056474,29073590,0,15,"227,120,165,72,116,88,67,179,138,62,181,150,80,91,118,","0,4215,4927,5170,5802,6002,6164,7026,8642,10390,10565,11230,13097,13921,17205,",17323,29073148,29074148,29056825,29072648,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"CCT8"
"10145","NM_006604",4.26999263133271,1.28261063147693,0.936795289233556,1.36914718318695,0.170953271966538,0.516350532898394,"NM_006604",69899,"chr22;chr22;chr22","32354885;32358154;32360252","32354897;32358444;32361161","+;+;+",1214,"chr22",32354884,32361161,"NM_006604",0,"+",32358158,32360832,0,3,"13,291,910,","0,3269,5367,",6277,32354384,32355384,32355884,32360661,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"RFPL3"
"10200","NM_006739",2924.51449461876,0.39050238278484,0.205639087560225,1.89896963373014,0.0575684686956192,0.283935971808782,"NM_006739",69925,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","35400140;35400431;35403207;35403414;35406553;35408408;35410744;35412510;35413875;35415829;35416339;35416638;35417744;35419884;35421318;35423214;35424154","35400208;35400605;35403333;35403542;35406725;35408563;35410910;35412681;35413986;35415972;35416404;35416814;35417856;35420012;35421460;35423341;35425431","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",3458,"chr22",35400139,35425431,"NM_006739",0,"+",35400438,35424255,0,17,"69,175,127,129,173,156,167,172,112,144,66,177,113,129,143,128,1278,","0,291,3067,3274,6413,8268,10604,12370,13735,15689,16199,16498,17604,19744,21178,23074,24014,",25292,35399639,35400639,35401139,35424931,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"MCM5"
"10212","NM_006767",576.208613283519,0.186833210108147,0.205232073419636,0.9103509358702,0.362637464151238,0.715154480550208,"NM_006767",69486,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","20982297;20983027;20985841;20987504;20988010;20988789;20989625;20990386;20991628;20992214;20992794;20993662;20993924;20994104;20994558;20994870;20995746;20995963;20996696;20996886;20997232","20982571;20983089;20985897;20987583;20988118;20988872;20989682;20990525;20991829;20992369;20992904;20993754;20994019;20994269;20994727;20995026;20995872;20996112;20996801;20996966;20999031","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",4281,"chr22",20982296,20999031,"NM_006767",0,"+",20982371,20997348,0,21,"275,63,57,80,109,84,58,140,202,156,111,93,96,166,170,157,127,150,106,81,1800,","0,730,3544,5207,5713,6492,7328,8089,9331,9917,10497,11365,11627,11807,12261,12573,13449,13666,14399,14589,14935,",16735,20981796,20982796,20983296,20998531,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"LZTR1"
"10257","NM_006855",158.095391348279,-0.203984600113478,0.250059127912937,-0.815745467146073,0.414645728618224,0.755947194184368,"NM_006855",70048,"chr22;chr22;chr22;chr22;chr22","38468096;38474523;38479593;38481212;38482496","38468324;38474623;38479751;38481464;38483447","+;+;+;+;+",1694,"chr22",38468095,38483447,"NM_006855",0,"+",38468233,38482536,0,5,"229,101,159,253,952,","0,6427,11497,13116,14400,",15352,38467595,38468595,38469095,38482947,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"KDELR3"
"10259","NM_006860",389.054329468707,0.335083201291276,0.183728447239731,1.82379596804655,0.0681829236763398,0.312013199987549,"NM_006860",69961,"chr22;chr22;chr22;chr22;chr22;chr22;chr22","36758211;36762904;36763919;36766138;36767306;36767783;36775674","36758409;36763013;36764036;36766197;36767365;36767859;36776119","-;-;-;-;-;-;-",1070,"chr22",36758210,36776119,"NM_006860",0,"-",36758310,36775707,0,7,"199,110,118,60,60,77,446,","0,4693,5708,7927,9095,9572,17463,",17909,36775619,36776619,36758710,36775119,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"IFT27"
"10284","NM_006933",4295.41794340624,0.659307701220443,0.263895528825311,2.4983663200178,0.0124767190063125,0.102381952605084,"NM_006933",68179,"chr21;chr21","34073578;34094863","34073745;34106260","+;+",11566,"chr21",34073577,34106260,"NM_006933",0,"+",34095198,34097355,0,2,"168,11398,","0,21285,",32683,34073077,34074077,34074577,34105760,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"SLC5A3"
"10286","NM_006941",43.6702123445607,-0.251125076042856,0.436161296737108,-0.575761943853124,0.564776099727858,0.84463439581399,"NM_006941",70026,"chr22;chr22;chr22;chr22","37972312;37977867;37983357;37984339","37974198;37978135;37983868;37984532","-;-;-;-",2862,"chr22",37972311,37984532,"NM_006941",0,"-",37973494,37983784,0,4,"1887,269,512,194,","0,5555,11045,12027,",12221,37984032,37985032,37972811,37983532,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"SOX10"
"10290","NM_006948",1415.79749457254,0.462694142016468,0.215325701148154,2.14881056719799,0.0316494193960305,0.195567665546083,"NM_006948",68471,"chr21;chr21;chr21;chr21;chr21","14371116;14375652;14378199;14381203;14383095","14374284;14375819;14378412;14381543;14383146","-;-;-;-;-",3944,"chr21",14371115,14383146,"NM_006948",0,"-",14373616,14383119,0,5,"3169,168,214,341,52,","0,4536,7083,10087,11979,",12031,14382646,14383646,14371615,14382146,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"HSPA13"
"10292","NM_006953",2.16165836844997,0.517509537972733,1.53063895971741,0.338100330379855,0.735287581581952,NA,"NM_006953",70293,"chr22;chr22;chr22;chr22;chr22;chr22","45284949;45285941;45287172;45289061;45293181;45295560","45285065;45286096;45287451;45289143;45293313;45295874","+;+;+;+;+;+",1084,"chr22",45284948,45295874,"NM_006953",0,"+",45285013,45295719,0,6,"117,156,280,83,133,315,","0,992,2223,4112,8232,10611,",10926,45284448,45285448,45285948,45295374,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"UPK3A"
"10302","NM_006988",0.126750788915072,1.21162264949435,4.37534118593709,0.276920724122878,0.781840979101702,NA,"NM_006988",68526,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","26835755;26838439;26839587;26839875;26840276;26840998;26841858;26842339;26844225","26838278;26838614;26839762;26840061;26840562;26841165;26841990;26842685;26845409","-;-;-;-;-;-;-;-;-",5183,"chr21",26835754,26845409,"NM_006988",0,"-",26837578,26844954,0,9,"2524,176,176,187,287,168,133,347,1185,","0,2684,3832,4120,4521,5243,6103,6584,8470,",9655,26844909,26845909,26836254,26844409,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"ADAMTS1"
"10322","NM_007031",181.586342788845,0.304118161666848,0.229593509667318,1.32459389687242,0.185305881251028,0.53699682310222,"NM_007031",68309,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","43529186;43592225;43613830;43630322;43633272;43644289;43656587;43658061;43659386","43529962;43592328;43613947;43630454;43633421;43644392;43656737;43658320;43659488","-;-;-;-;-;-;-;-;-",1900,"chr21",43529185,43659488,"NM_007031",0,"-",43529753,43658096,0,9,"777,104,118,133,150,104,151,260,103,","0,63039,84644,101136,104086,115103,127401,128875,130200,",130303,43658988,43659988,43529685,43658488,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"HSF2BP"
"10326","NM_007038",1.98789940276161,2.59980951826015,1.61940648251082,1.60540886203522,0.108403855405613,NA,"NM_007038",68527,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","26917922;26929886;26932004;26932861;26934466;26943380;26954739;26965288","26924620;26930061;26932179;26933044;26934749;26943547;26954871;26967088","-;-;-;-;-;-;-;-",9621,"chr21",26917921,26967088,"NM_007038",0,"-",26924052,26966391,0,8,"6699,176,176,184,284,168,133,1801,","0,11964,14082,14939,16544,25458,36817,47366,",49167,26966588,26967588,26918421,26966088,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"ADAMTS5"
"10339","NM_007068",207.301732674698,-0.857192927763017,0.194536854880439,-4.40632664843812,1.05138376854916e-05,0.000334183119643287,"NM_007068",69249,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","38518948;38521608;38537592;38538295;38538539;38539321;38549925;38552666;38555357;38562287;38566590;38567583;38568206;38570043","38520089;38521724;38537652;38538409;38538612;38539412;38549997;38552707;38555409;38562369;38566736;38567627;38568289;38570183","-;-;-;-;-;-;-;-;-;-;-;-;-;-",2269,"chr22",38518947,38570183,"NM_007068",0,"-",38520019,38568256,0,14,"1142,117,61,115,74,92,73,42,53,83,147,45,84,141,","0,2660,18644,19347,19591,20373,30977,33718,36409,43339,47642,48635,49258,51095,",51236,38569683,38570683,38519447,38569183,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"DMC1"
"10343","NM_007098",19.8300889623426,0.305942320113075,0.501763009127011,0.609734704527874,0.542037561294613,0.831997730583943,"NM_007098",69009,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","19179474;19180199;19180731;19183390;19187558;19187981;19191304;19196266;19196489;19199734;19201329;19208154;19208922;19210326;19216111;19219885;19221377;19221951;19222684;19223891;19225453;19226219;19229838;19232476;19233166;19233422;19234509;19235696;19239275;19242775;19253959;19275623;19291600","19179969;19180238;19180806;19183611;19187728;19188091;19191435;19196415;19196656;19199841;19201493;19208311;19209114;19210509;19216256;19220007;19221611;19222093;19222809;19224054;19225633;19226383;19229975;19232598;19233318;19233622;19234706;19235869;19239388;19242936;19254227;19275830;19291719","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",5517,"chr22",19179473,19291719,"NM_007098",0,"-",19180218,19291641,0,33,"496,40,76,222,171,111,132,150,168,108,165,158,193,184,146,123,235,143,126,164,181,165,138,123,153,201,198,174,114,162,269,208,120,","0,725,1257,3916,8084,8507,11830,16792,17015,20260,21855,28680,29448,30852,36637,40411,41903,42477,43210,44417,45979,46745,50364,53002,53692,53948,55035,56222,59801,63301,74485,96149,112126,",112246,19291219,19292219,19179973,19290719,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"CLTCL1"
"10366","NM_007172",2767.11385915147,0.109044374309904,0.144487315154065,0.754698598929818,0.45042984737423,0.779915650094634,"NM_007172",70286,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","45163925;45168168;45171600;45175894;45178238;45181286;45183402;45184453","45164296;45168246;45171683;45176080;45178900;45181367;45183520;45188017","+;+;+;+;+;+;+;+",5151,"chr22",45163924,45188017,"NM_007172",0,"+",45168177,45184655,0,8,"372,79,84,187,663,82,119,3565,","0,4243,7675,11969,14313,17361,19477,20528,",24093,45163424,45164424,45164924,45187517,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"NUP50"
"10450","NM_009586",6.20421420341461,-0.407636501309332,0.85824911813711,-0.474962913092338,0.63481340775593,0.874439699497793,"NM_009586",68034,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","36699115;36709168;36712533;36719821;36723045;36726119;36731045;36741717;36743387;36744728","36699921;36709250;36712622;36719929;36723130;36726318;36731151;36741864;36743555;36746314","+;+;+;+;+;+;+;+;+;+",3386,"chr21",36699114,36746314,"NM_009586",0,"+",36699746,36745273,0,10,"807,83,90,109,86,200,107,148,169,1587,","0,10053,13418,20706,23930,27004,31930,42602,44272,45613,",47200,36698614,36699614,36700114,36745814,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"SIM2"
"10498","NM_012179",2141.36033150903,-0.070083226432359,0.171965599675314,-0.407542127987703,0.683609859267371,0.893069365125294,"NM_012179",69903,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","32474811;32478981;32483897;32485068;32487745;32491086;32493105;32495493;32498144","32475124;32479275;32484124;32485209;32487828;32491181;32493281;32495530;32498829","+;+;+;+;+;+;+;+;+",2060,"chr22",32474810,32498829,"NM_012179",0,"+",32475002,32498530,0,9,"314,295,228,142,84,96,177,38,686,","0,4170,9086,10257,12934,16275,18294,20682,23333,",24019,32474310,32475310,32475810,32498329,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"FBXO7"
"10535","NM_012264",350.956195220158,0.0264340114100743,0.203290623662485,0.130030647424062,0.896542179390894,0.966586677120024,"NM_012264",70035,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","38219291;38224785;38225424;38226779;38230669;38231244;38245935;38247770;38272884","38221710;38224979;38225593;38226870;38230744;38231334;38246100;38248019;38273010","-;-;-;-;-;-;-;-;-",3587,"chr22",38219290,38273010,"NM_012264",0,"-",38221468,38247961,0,9,"2420,195,170,92,76,91,166,250,127,","0,5494,6133,7488,11378,11953,26644,28479,53593,",53720,38272510,38273510,38219790,38272010,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"TMEM184B"
"10536","NM_012265",322.951876173982,-0.0471381560908066,0.230353695841094,-0.204633817220472,0.837858232139149,0.948462995921395,"NM_012265",69724,"chr22;chr22;chr22;chr22;chr22;chr22;chr22","29259872;29260326;29260702;29263835;29265479;29267426;29267748","29260237;29260613;29260864;29264218;29265668;29267577;29267981","-;-;-;-;-;-;-",1777,"chr22",29259871,29267981,"NM_012265",0,"-",29260059,29265626,0,7,"366,288,163,384,190,152,234,","0,454,830,3963,5607,7554,7876,",8110,29267481,29268481,29260371,29266981,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"RHBDD3"
"10552","NM_012295",3935.49101262401,-0.0412639169392351,0.223821059411204,-0.184361190353519,0.85373011352785,0.952335179230015,"NM_012295",68944,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","24011304;24035444;24036089;24038348;24041139;24042904;24049091;24050825;24054873;24056192;24059227;24059924;24061947;24062959;24064035;24066987;24070800;24072354;24076169;24083228;24084579;24085006;24087452;24091583;24095931;24098014;24113566;24119367;24134302;24164400;24165530;24166639;24168447;24171713;24176111;24177504;24178053","24011367;24035520;24036181;24038461;24041273;24043084;24049220;24050974;24055159;24056360;24059363;24060141;24062025;24063146;24064187;24067181;24071042;24072510;24076284;24083389;24084785;24085151;24087713;24091843;24096082;24098192;24113748;24119698;24134415;24164563;24165626;24167313;24168521;24171995;24176275;24177817;24178628","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",7233,"chr22",24011303,24178628,"NM_012295",0,"+",24035517,24178196,0,37,"64,77,93,114,135,181,130,150,287,169,137,218,79,188,153,195,243,157,116,162,207,146,262,261,152,179,183,332,114,164,97,675,75,283,165,314,576,","0,24140,24785,27044,29835,31600,37787,39521,43569,44888,47923,48620,50643,51655,52731,55683,59496,61050,64865,71924,73275,73702,76148,80279,84627,86710,102262,108063,122998,153096,154226,155335,157143,160409,164807,166200,166749,",167325,24010803,24011803,24012303,24178128,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"CABIN1"
